,"v_1","v_2","v_3","v_4","v_5","v_6","v_7","v_8","v_9","class_id"
thought,-0.07201581319715172,-0.7309709681182593,0.14827819133563888,-0.3103149186262707,0.1378649237097619,-0.009806227303917458,-0.2791144914605729,-0.19146131311505254,0.1120417607095692,3
hastily,-0.18728870167105016,-0.9888179188964736,0.549764690167149,-0.38537324194974276,0.24725618837128735,0.007473699815295683,-0.17434286653214487,-0.16913035199992663,0.26369158328712367,3
clutched,0.35185310951671467,-0.25100613950414596,0.832373557999069,0.19070609832728339,0.20851137402924722,-0.4995101347056596,-0.8960194003185334,-0.6514780203887997,0.09748733468508505,3
made,0.29548297933018025,-1.1538445862328526,0.5359477145415475,-0.21432796766350345,0.7007292207522222,-0.1573641804002516,-0.3604267921483655,-0.43512459353341915,-0.20737180882855935,3
rest,-0.09567128974637219,-0.19655859924438937,0.48247710572679364,-0.36026996719936427,0.26737538135742384,-0.7906996556009764,-0.7352126469215515,-0.6466865357499931,0.5100073233970888,3
must,-0.5746243222509234,-0.4506897564171008,0.6019694766986777,-0.1502448829316894,0.2602577937427181,-0.6313864517093349,-1.3524144403684417,-0.3979013924997338,0.09655510991958294,3
but,-0.33589378631084293,-0.506083062006527,1.1929134154198102,-0.8145105301626187,0.30167545916011784,-0.062374570835792544,-0.8662735465843657,-0.6251893908029831,0.40908472898144643,3
angry,-0.20171760687932033,-0.5795058715585915,0.6327365514812303,-0.9660468705176175,0.45241902972775316,-0.3901268365793182,-0.5810190055562118,-0.6275684644918788,0.03519748536615434,3
Thou,-0.22308347481267285,-0.5332268445537057,0.5251727384774081,-0.5055228351583677,0.22764106663823533,-0.7878577494958945,-0.9264787043683242,-0.4601797597921164,0.4114809693629914,3
justice,0.09651111449039199,-0.6171334890294118,1.0264354425015316,-0.3609812903889437,0.07769548587459481,-0.07269590045539587,-0.3213548065086879,-0.5189518394528372,0.38856962912800685,3
necessity,-0.3276926446404957,-0.2593624021664332,1.0736117592659078,-0.5193293131444771,0.21209004540994833,-0.3844389412722694,-1.0459404020881533,-0.8721943230091811,0.451761582942925,3
would,-0.03072504047092765,-0.8264185163475123,1.0757353319820904,-0.023281898318352093,0.09970447478932633,-0.08122900874466595,-0.366174245262866,-0.45558986994439515,0.44579613533568135,3
sayest,0.02231892535356887,-0.5896112591273,0.8458895918500905,0.0307744573770941,0.15975606917760626,-0.23788335049595433,-0.1619928745565665,-0.40595064055940455,0.19505259875302422,3
consented,-0.2461742728635537,-0.699924176101886,0.08106800257543051,-0.2536297747167354,0.29800903803062023,-0.012773460651162166,-0.12406014311333906,-0.222761225916553,0.3008609236523146,3
everything,-0.4926887705801946,-0.3712008728343094,1.1240684682647801,-0.41543651112274566,-0.028839547743778973,-0.29878045134995723,-1.0844163854064048,-0.6683846873488503,-0.2213568251444922,3
grew,0.4628800444406619,-0.6672480031489932,0.7061368170870046,-0.11648691820450895,0.033204334666280984,-0.4801883159368588,-1.175333384625336,-0.8170620059208688,0.29954950195236274,3
door,0.4178785062007312,-0.7661677307862543,0.7034255788712068,-0.12064223958887955,1.780165447516337E-06,-0.3770046362730717,-1.2263170650684976,-0.8110796002747995,0.3911878247281691,3
hair,0.04741731201744045,-0.4610879504838769,0.39569621841587543,-0.30083960321180586,0.029890956693462273,-0.6880606272512372,-0.9489481433711985,-0.5558705404964185,0.212373188490006,3
heard,0.3208676073242285,-0.4097105288355633,1.082230394037425,0.25558520271701957,0.15290897716839436,-0.26134123637814155,-1.208515134362776,-0.869101658164196,0.19113223658021755,3
hooks,0.2412060198314302,-0.666669350436523,0.6628207989765674,0.10122221003528661,-0.1580856859946959,-0.19568891615707265,-1.2246240725677298,-0.8675512297135854,0.1475707261112073,3
fell,-0.22276190942164134,-0.19096479437295732,0.48089805936240865,-0.4314152964030484,0.3377343926544468,-0.7633164673144629,-0.7096253225595447,-0.5934098846248882,0.49634445298386026,3
son,0.3127399144193924,-0.8201337994011291,0.6081922702178323,-0.2117177493093667,0.7245035657992858,-0.2467918072909922,-0.37960989231232484,-0.22956541722797497,-0.48748484014166765,3
listened,0.3749405982814562,-0.3926633357905799,0.9606801987091297,0.052304152045007754,0.1344772491518206,-0.4938518625078065,-1.1135291384124248,-0.773422895059993,0.3535611504226201,3
passed,0.0336181892948866,-0.8943244784217326,0.7214381682898329,-0.059486704308259246,0.42263177596607626,-0.27953394001469917,-0.19978429511574616,-0.05245149387650256,0.08608341377659733,3
climb,-0.13718347511097043,-0.3634024530802912,0.5245689538950932,-0.18087344515674753,0.4215520915027545,-0.8121282872792216,-0.9469410918188325,-0.661558751647021,0.5693372972813182,3
tree,-0.12524840182652058,-0.44307134040311347,0.4045406056966117,-0.9916622905468655,0.6712502634278096,-0.2002986448149504,-0.880026677285347,-0.37456470282295434,0.01982012522659507,3
mounts,0.013984757467364654,-0.5932997043227085,0.2617797835397241,0.07511239191402744,0.5654384847136306,-0.10827738529360098,-0.24902983598009248,0.014551336552514997,0.10482068214712695,3
try,0.5165237630590251,-0.6266160847616025,1.0331270053394281,-0.159290170957424,0.5076699954329578,-0.6360640943788991,-0.8384791964958104,-0.8735229778448321,0.33775048113198963,3
never,0.036863361218018885,-0.9807320028378933,1.0137242940024396,-0.3082060890796039,-0.19156168892510164,-0.3699090752577061,-0.6576843327046348,-0.6296242838070983,-0.05793595168985398,3
yet,0.28889001569971645,-0.14847528863648113,0.9315242229979849,0.32784435161202335,0.5441300148889063,-0.11313896958848091,-0.9465103494518573,-0.8735480691599746,-0.025608878218982053,3
her;,-0.29921835172230676,-0.6119383329077558,0.37116560669489973,-0.9627664406058847,0.7808454807307631,-0.14527907316768432,-0.6898243724287001,-0.2185287227932286,0.19727717319717894,3
forced,-0.6120875170145134,-0.26330592025653904,0.9021008708721611,-0.6195004772361626,0.09885638678264382,-0.22863686371768197,-0.7272571277032588,-0.7339821855405947,-0.288183515502265,3
see,-0.6387352170079766,-0.4247747917135171,1.0820314187153102,0.14048292682794977,-0.16704279250219872,-0.26835054974216443,-0.8872567512650631,-0.9411180947959341,0.22120472565110216,3
Gothel,0.43377466277043436,-0.6363443331430422,1.0731129745812873,-0.05770674645682783,0.6223497637361833,-0.6604382582341527,-0.9461385027510123,-0.9442777292701029,0.41553030647048755,3
yes,0.22596092383829278,-1.0041260184043368,1.0296022147742512,-0.1998008485092467,0.27702520166164657,-0.47213238064800417,-0.6774141439224595,-0.9758122398111022,0.17854275830731647,3
hand,-0.22306981148678093,-0.3818846048671842,0.399801289456704,-0.34240677048298324,0.5591917929129748,-0.3867361883534186,-0.07094139560699249,-0.3532296782244657,0.3676100120928226,3
willingly,-0.032568339577556595,-0.5489589294711655,1.0051002040754067,-0.15194349190428236,0.3717870203876395,-0.6278887613720652,-0.42540508215374584,-0.9700288449890444,-0.4029820938789546,3
horse,-0.12440154260134006,-0.9445771032028406,0.15647100277582626,-0.2786251513385052,0.3100770385700592,-0.11833560056888928,-0.20421662575160682,-0.20244735877457384,0.36272391039757024,3
agreed,0.36111834802903464,-1.1476245237608966,1.039982738955323,-0.3616464603486557,0.10381441836494981,-0.16939973233712616,-0.6926344948259172,-0.5344561949652357,-0.13208288030884174,3
son—he,0.3247307819962874,-0.3845141999312205,1.1225994156792698,0.21842657392290854,0.4448287151594393,-0.3213847052884668,-1.073598424161432,-0.9296457505648487,0.13221362792076174,3
wicked,0.44742627626920534,-0.6170961334052136,1.017462806699996,-0.10885445969231933,0.6650778839735894,-0.5965786243718416,-0.8264021935274422,-0.8422170096136677,0.37839966007075243,3
say,-0.5900364596796379,-0.24954701169235663,0.9697443443223431,-0.5789214967614182,0.32890900281343566,-0.3649481873017496,-1.1168979512133381,-0.7903969097555069,0.536250415315224,3
hast,-0.13502995660809664,-0.6230882739642273,0.7637674101547413,-0.10457842071001132,-0.15914253591625951,-0.7016643615390287,-0.8933573769975856,-0.709810807668457,-0.1761988702430541,3
deceived,-0.3185016317384342,-0.8192953832503906,0.6983236361876095,-0.355758523722443,0.5959298714715835,-0.1804597630247227,-0.0019763475400832843,-0.1890993817529629,0.3602019146465792,3
same,0.3013375232645727,-0.5534700213222196,0.8413518836127148,-0.005573065651851046,0.7247747291316519,-0.39396159847939377,-1.061407264022809,-1.1509313701316868,0.5608231709910777,3
ascended,0.33623881094546243,-1.0462458099731307,0.44181021578343027,0.043123189350971966,0.6897182355365049,-0.24596458510237365,-0.5110879595252783,-0.34804813786579836,-0.043629983076981814,3
did,0.2276034861186114,-0.43143847063583696,0.5121440807321852,-0.1638610388606428,-0.04218737576367487,-0.5379025488030507,-0.8142172358283255,-0.5890424672728775,0.15495446726354073,3
sits,-0.1809622489642896,-0.6395352837702816,1.0125415675652438,-0.3150647675317913,-0.29181142395874227,-0.08763913896031196,-0.5188703701040307,-0.7421279055679442,-0.08317119598155238,3
longer,-0.47150662750562405,-0.2884526554688527,1.098463865780963,-0.04939462500906709,-0.14644032457364473,-0.217806780973444,-0.7872656378155453,-0.8398847746159541,-0.17375836504697867,3
escaped,-0.0034718161219840535,-0.548916667265541,0.5812641633759285,-0.9214624358735165,0.5466897771130548,-0.4473195597217242,-0.653415770317689,-0.6046508751351262,0.06910592054456843,3
received,0.23043848925683466,-0.5362003798155967,0.6658913618798751,0.22424211644571515,0.6947764242871981,-0.4006803318892956,-0.5994847351278654,-0.2121503810148162,0.07757352564430754,3
woman,-0.7337656788341415,-0.8331971075297805,0.23431656433055545,0.13119425815482536,-0.19737600763180957,0.3560625475485445,-1.0576993152615641,-0.40782204500407276,-0.30751677165679553,4
vain,-0.4163456581599738,-0.8956786035550719,1.1538643673048985,-0.12327630650035346,0.002537174424975219,0.243692940381688,-1.477428538556126,-0.5002761232839508,0.14289479448530965,4
that,-0.5130287018213011,-0.7529738579023203,0.45250827155410295,0.23678408196800416,-0.06414082537223516,0.3752733140895172,-0.7867256654107342,-0.2022070279441327,-0.4311912628141037,4
grant,-0.24545280950900522,-0.6750054767349009,0.8354476904262527,-1.1398713923332688,0.43206774023486505,0.2443319818777195,-1.1742898772109556,-0.7222278788512141,-0.20436058323618203,4
full,-0.7093469770737495,-0.9205994901277945,0.1430090324404331,-0.07293010867822292,-0.2581328404434454,0.15591760832514465,-0.9134319829153557,-0.5476985017519187,-0.2003248608847847,4
herbs,-0.5832609129794121,-1.1554521418838963,0.8510139300554691,-0.06347026088904698,0.8524852747024946,0.9136585337811807,-1.0844495538267256,-1.0730500548313133,0.055066751616350496,4
surrounded,-0.23875607391897602,-0.5761922289613294,1.2533021732898366,-0.3458434096568258,-0.04221074889846958,0.21148944998204663,-1.0906470757160125,-0.9248985293326253,-0.16795301375264243,4
all,-0.182393850699123,-0.5240526991833427,0.6977841303782921,0.1379352472725609,0.46022310141750655,0.5754691632271122,-1.5032818608356076,-0.8678424798609711,-0.21397562464408806,4
longed,-0.28166500732186867,-0.8989061452731845,0.18954891587570627,-0.04239692928164348,0.8069257052199179,0.7322258034159334,-1.258110531559698,-0.6740871948655667,0.02301466763226042,4
greatest,-0.6801487097623572,-0.6892244308830594,0.373050485062586,0.24729881329687525,-0.053693319970462706,0.5710707886971671,-0.7382416127804861,-0.42038687514326056,-0.31942408332797884,4
pined,-0.25787651201650846,-0.6685627950950137,0.8122075870279065,-0.6001181293847153,0.19459322582785063,0.5859586460831224,-1.3937521103663189,-0.6831958489704947,0.24245409033723755,4
dear,-0.18513696162471663,-0.6535987046540123,0.65909899949353,0.09236340384685773,0.2573703547965181,0.47361175724873583,-1.4311787563514615,-0.9551767335608086,-0.5421038131986452,4
The,-0.697892817126759,-0.6473170760993917,1.072378747331247,0.1683712665735995,0.02052583542687678,-0.13683136137802615,-0.9589047737185789,-0.41177949433776617,-0.581931721074124,4
loved,-0.0031427065188258975,-0.770050915384369,1.1267460888600993,-0.4468425817854869,0.3485719227738695,0.40234965276617785,-0.5826288228223359,-1.22864205588233,-0.11592121542108537,4
Sooner,-1.0474083229796813,-1.084089330259472,0.50214994399012,-0.3080484308099537,-0.19714983637775052,0.07591414986194125,-0.9706643138225628,-0.6627658022496318,-0.331809455792236,4
let,-0.47616429220650275,-0.7031299948551188,0.28935458162516353,-0.158800006782346,0.19129860555678335,0.6445800997126739,-0.9457117622827771,-0.910401799436771,0.3997090252163977,4
what,-0.08665522737593492,-0.8172171100927799,0.401848581933107,-0.20725499728432634,0.03979550536213694,0.5174665764558949,-0.7283792054395313,-0.2763868006644257,-0.4125070368327554,4
he,-0.8528668320665637,-0.8283609730417721,0.41975469354937744,0.0804318677545574,-0.3025239445905154,0.23874427281990993,-0.7941185501415151,-0.48694687167828066,-0.30547950714121513,4
ate,-0.2088386899475862,-0.7972127596853333,0.7892476190273175,0.024851053025459393,0.24754976619997654,0.669756293190821,-1.4531695825648998,-1.1625818018690375,0.17907609921655274,4
have,-0.25806787977618956,-0.7035389392588138,0.7803234096564952,-1.0547339380688854,0.3296589903272355,0.44897621647511415,-1.1240770491602936,-0.7991257578882484,0.09892739435346244,4
therefore,-0.29154452225780497,-0.6958810739325341,0.4948301135860257,0.0006027051580544617,-0.0826183882909253,0.4604046826890689,-0.7197586017156331,-0.20615726217598415,-0.37353089031532605,4
him,-0.2363849733492404,-0.366954151009919,0.6735249540429425,0.23787000663182384,0.3245744585855274,0.4872870522775963,-1.2460957186988102,-0.8396267476971537,-0.42124334447743045,4
canst,-0.20193894732785353,-0.40393570862377576,0.3280256046316592,-0.06492349637738144,0.46491481310449184,0.5602813839392281,-0.5751571347881472,-0.514570781872791,-0.3529624522856607,4
thou,-0.945050061195192,-0.6497147574983346,0.43976342670889057,-0.2602775125587352,0.007491657227858262,-0.1844128054320769,-1.0648437203642416,-0.8852906667470521,-0.46940021463998804,4
steal,0.02184684074738047,-0.6568585694943009,0.33990933518910027,-0.5065914479552326,0.1098947927329744,0.4678299072123491,-0.7202635647611687,-0.31727772342174054,-0.326596413642187,4
do,0.018884322479567422,-0.7156841908917796,0.9663459018956873,-0.7649778356132797,0.36201271015305164,0.2794549003692188,-1.3906889654755479,-0.6913080932813385,-0.34297398099804016,4
case,-0.2747423997897089,-0.5852727458640927,0.49043942559702325,-1.005721365891287,0.36398948407498155,0.4438848468996517,-0.9896763633425194,-0.7842736080040681,0.14872673061195021,4
shut,-0.1719573406992444,-0.9579712170521528,0.5101973356746072,-0.11687815977345646,0.43788555053047956,0.9333711689407901,-1.38303132277753,-0.7667813315982753,0.10783462635585733,4
spun,-0.7280331221314147,-0.7810346759197819,0.3762944247748706,0.1727285454865288,-0.1608533754095056,0.4409696950507508,-0.866240582199718,-0.5379861723666419,-0.37450929605490246,4
voice,-0.48218130273006077,-1.133012697356551,0.6742261399366991,-0.07591256514153927,0.7031137227955921,0.9287483541232738,-1.3474843681687074,-0.7282531130089592,-0.05256776034072865,4
climbed,-0.23180311721760583,-0.7094992286745907,0.7491422210214808,0.012179540696371248,0.187812079552787,0.6196841330715533,-1.6118130026003474,-0.7140296851695909,0.2878711550601544,4
still,-0.5496557820415864,-0.9407240046056268,0.5519945192198895,-0.15262171553843132,0.06994695453366044,0.2585921593765882,-1.515324624907118,-0.18520135814381677,-0.5524249711580566,4
solitude,-0.42194652882449285,-0.8453078912190388,0.41149170256013406,0.0562942616000523,-0.32028143975702184,-0.07707254180147834,-0.8620472898612501,-0.5161637869851682,-0.33028958511070616,4
thus,0.04235123000541963,-0.889004026406534,0.6075505856885364,-0.04511599491195843,0.2554115372354344,0.7306298438677973,-1.4083435160454822,-0.9948720177224948,0.3706325133631986,4
eyes,-0.296887034108859,-0.6965107782072089,0.9023195856320582,0.176043529338623,0.054968359617796,0.26181013122279684,-1.4428519348243802,-0.8174796451007087,0.453242369313281,4
talk,-0.1766189956200875,-0.7117521692761554,0.4889885863685216,-0.661234570205336,-0.05943704407334889,0.40711091288879514,-0.568768905168063,-0.6125873848210266,0.10609982497094647,4
handsome,-0.23254778804636256,-0.7545746444247756,0.4795790359218376,-0.7849131598211345,0.1644610945149362,0.5204016682616825,-0.781770887699149,-0.44024225562273306,-0.2861030483290896,4
thee;,-0.3022029349292188,-0.5254331145274919,0.42785912612797816,0.04869516746528825,0.22473346181900553,0.6869211746741696,-0.8173967812672926,-0.8647768253347513,0.20086485647890123,4
clear,-0.034600797330791876,-0.7024756380753292,0.8421974745881231,-0.016042798990884552,0.06873852848028776,0.13123407400649548,-1.3698104464477492,-1.165021679911377,-0.3779709404312487,4
kingdom,-0.28083068897285335,-0.7623513810359986,0.45412274022944993,0.044898667428714484,0.2574275543552194,0.5794005626180659,-1.480080315942764,-0.7027433870251671,0.4268308188630438,4
contented,-0.14848509293759565,-0.6605416648307305,1.1076462221521184,-0.2170055094729364,-0.0953802077857867,0.2856312173242075,-1.1679575479931859,-1.010955254976212,-0.2518844124856485,4
were,-0.34446304954996043,-1.0951332231929656,-0.03262399172423974,-0.4804088096108141,0.6070257073578862,-0.17412464015853024,-1.256329477631132,-0.8090437086030733,0.6400949820006352,5
length,0.3163236340052215,-0.7317744150256754,0.9475056299538861,0.10088305291112326,0.10363864898135054,0.14131393964950892,-1.3115942632733553,-0.9578685547407892,0.4867189678912246,5
the,-0.3473935357214399,-1.4618592723249388,0.1582913491971575,-0.004660962211200839,0.7001865696433706,0.24363011902826587,-1.29733879092834,-0.2973760999017903,0.39575456038293455,5
her,-0.6172290538882069,-1.5304964576049012,0.5656586064143402,-0.2037279841299667,0.5154964818157292,-0.14215574887430527,-0.9345902997391624,-0.4952145958543041,0.7625076532414944,5
back,0.06538701585787483,-1.272681688230289,0.6612595216769305,0.06434243244372409,0.34011886102526523,0.5062244726215951,-1.3855147670343275,-1.060032919566578,0.4667147714123198,5
garden,0.1364909942863913,-1.1657390948100803,0.4715769538637504,-0.024080201826495964,0.3217240132426719,0.6548124423848138,-1.3396851999447508,-0.8238923507134794,0.4950479016628821,5
looking,-0.04454157040598164,-1.0439291158210016,0.8294968857654021,0.12001188652341464,0.7681726836704993,-0.0738530230031196,-1.0812514684070902,-0.6808906295867405,0.914353938742244,5
planted,-0.6313071877362569,-1.521420139274945,0.8446498397514982,0.0015174405467242357,0.659716546495501,0.19724957833191345,-0.8748354732627055,-0.7213723355858138,0.8559380943814949,5
This,-0.07958198522468717,-1.3122058025486631,0.25006462554848974,-0.6501415380620514,0.6358485696048222,-0.11591057248729872,-1.3456144423581695,-1.0415465057895965,0.37965703829395936,5
increased,-0.12524602819640399,-0.7837975805816814,0.6537708106206959,0.03049712357888424,0.5461926943294233,-0.3309863804821644,-1.2360590834773821,-1.1591229491595643,0.772517261562782,5
miserable,0.03222308117672229,-1.1391093301035817,-0.009495382228460374,-0.2877133669668905,0.5236586663452903,-0.33949308412605567,-1.0796004272121993,-0.819244699522625,0.5300519344164124,5
our,-0.4519328025312691,-1.2339118423842768,0.8065746661691553,-0.01513090333576661,0.5174955426197495,-0.17230776629797712,-0.6420295012538338,-0.35076169785498135,0.8236313255195442,5
than,-0.11902017203360211,-0.9145017506678997,0.37015093906467206,-0.21300844072133884,0.7262277621800385,0.06713563410178434,-1.008132292896649,-1.1329839120188043,0.8201757046560357,5
terribly,-0.08669935858158284,-1.6043892756104805,0.6721062558702438,0.010972769138439082,0.48766004361671145,0.12647506443908316,-1.2033775973508487,-1.2137761486099745,0.17019136737740362,5
My,0.004273289965655846,-1.4993346951037838,0.23845642427146038,-0.40683288167131787,0.5703888430281279,-0.2568930425201033,-1.2292084817877844,-0.8927207539699047,0.4371909865757547,5
anger,-0.07547190991593605,-1.0900786620001535,0.8558567316874305,0.09318218323756956,0.7913699944303508,-0.08815628000955378,-1.1146344780448574,-0.6415997751508572,0.8871876050373646,5
allow,0.45875919624834294,-0.8912822548594833,0.9421895002582331,-0.03498892167739909,0.14229413851522138,0.13025642835723064,-1.2283742928810866,-0.8977266551854418,0.4343114643793264,5
sun,0.1890025320797144,-0.8579697649310591,0.8627945311107516,0.040237560257809495,0.7210161648877886,-0.039291111353121154,-1.0933886786474667,-1.0744273366143957,0.8333349801584853,5
When,-1.004823416672409,-1.1867107008948536,0.7159131228130011,-0.040893506495945815,0.5903389178921572,0.3223829343245762,-0.7744209699415271,-0.7453457385524236,0.7347214947099185,5
twelve,-0.27446586946785384,-0.9684711808061235,-0.16779342621599846,0.0030010701560126583,0.726395288510639,-0.31847376278135364,-0.8302033396782854,-1.0532635970577646,0.1035229777094849,5
Let,0.2180825695540514,-1.0814715935960577,0.8033120324582477,0.059029712951734065,0.4093503176714976,0.3836338607320748,-1.3159067848308659,-0.9482342905658474,0.6991345978163873,5
ladder,0.035994357788193605,-1.3231954815994207,0.5319232056527686,-0.09356438258088212,0.41586669198242415,0.684656377559302,-1.456431718264446,-0.8041628318812217,0.158983183154435,5
friend,-0.3703179057560233,-1.4990901387515085,0.7026395751658018,0.21004814380915351,0.6238707234825851,0.47978429712614684,-1.1991363380854763,-1.1280486797843976,0.037617286954575044,5
silk,-0.14484115963518318,-1.1768879136277008,-0.11693589945891045,-0.29320155606937665,0.517689026686892,-0.15330598113550115,-1.0593312819316985,-0.8103096482785137,0.6345314562715932,5
happens,0.03553888685010957,-1.550733157891324,0.39982411909452,-0.2447436171126205,0.6297610719962661,-0.22352544911215247,-1.187940779514068,-1.162960482102408,0.015342168237052317,5
hear,0.12996167966406838,-1.1874845989393836,0.6107624584811072,-0.02334038782954704,0.3616531978759887,0.6263884328008721,-1.4099306308851431,-0.9488262260327816,0.4900675625924139,5
Rapunzel's,-0.20296031045593824,-1.2647296997747735,1.0603128083431717,0.2076060270711581,0.7073127788132058,0.1403609348812712,-0.7716068224238686,-0.8652799427877823,0.738767607607526,5
And,-0.5472390123739974,-0.5928131827450064,0.3648231058396253,-0.5412903789358877,0.6178462907697044,-0.34420353919552205,-1.3892196473191973,-0.6309940494911808,0.5998393971020568,5
looks,-0.7640205698100976,-1.4734716920062048,0.9419350528962502,-0.05932710253486516,0.7720840604760795,0.3727824392534859,-0.8086488190395583,-0.6529520576501585,0.708652302361016,5
pierced,-0.44638591886038786,-1.4248835281462873,0.8750974859254878,0.051506754760564634,0.6799926884963228,0.07628869318349688,-0.9831320081891894,-0.619054735413208,0.9243395837985048,5
lived,-0.27654124154320425,-1.2302186768339227,0.532274750612069,-0.40965184122699727,0.6532442921829955,0.35951802592824195,-1.3465662769869438,-1.0468109020114704,0.7094682285903015,5
towards,-0.9101694827834503,-1.379212859423191,0.8748235290079872,-0.1635180244014761,0.6188284538574435,0.3439023388715962,-0.7971205124675823,-0.7782027952068327,0.7267831653400223,5
wept,-0.10681260677828268,-1.1801470713327904,0.5366156065007277,-0.352898347581144,0.6308250580502791,0.0033613733486013144,-1.3855362146133823,-0.6866715038566266,0.7998776128361667,5
happy,-0.44166348930411176,-1.5503808344085965,0.9710843123000515,0.06944338924397468,0.6837662608920685,-0.01150239850611783,-0.77021816133086,-0.5234966999351509,0.7168509186894916,5
was,-0.684106407912492,-1.1008211883566186,0.7959202563416358,0.21671227998944317,0.28731888136901906,-0.3844643888831285,-1.1292689435343306,-1.5036052777074287,0.3940188064163742,6
desire,-0.7830534159853502,-1.313463108451604,0.9482675324073399,0.1764061669142776,0.38910275791328847,0.2626055537248048,-0.9933612102434418,-1.5660983947677687,-0.026454104184486946,6
flowers,-0.7901517852287462,-1.3706871627674693,0.6727998861676117,-0.5778273463702001,0.4658179079360176,-0.16773857322745403,-0.09402394639647126,-1.2533049306881943,-0.07631768928806795,6
no,-0.8143195733366805,-1.3665218728436812,0.7558362633636942,-0.19545304379530892,0.021306315211653944,0.03966423516174693,-0.6971433195635982,-1.5555113066465494,-0.15936939783794807,6
one,-0.18787684276379063,-1.2167246991502159,1.3377819876785855,-0.08868512368244565,0.5432800325433941,-0.6436221215246838,-0.6033002813861935,-1.1873504770870837,-0.17220596580231012,6
great,-0.3284142852824084,-1.2353651354524116,1.429478611040028,0.005281431212812099,0.5829992560621053,-0.4567994943346152,-0.6781486564874629,-1.2787740310148759,-0.1285536458850058,6
dreaded,-0.8204932318337699,-1.4125571251848419,0.4741785008596587,-0.10350185908971393,0.3156869012466957,-0.16130636854810418,-0.3356258368926962,-1.5532555860792086,0.025583787857310046,6
any,-0.9276661001711756,-1.4092415018708297,0.6530297155499792,-0.14314380746558328,0.16014188077201189,-0.25025213616840136,-0.4821631544235975,-1.6094117631109874,0.043845556470743986,6
Ah,-0.24786517013516815,-1.228210952524778,0.4735097619078509,-0.4171344519058948,0.3941726323710974,-0.455131581416536,-1.1625006562290987,-1.3336705907304152,-0.1042122092495624,6
will,-0.9255113050825913,-1.2222511781842966,0.732903580105768,-0.14433020744909467,0.1571415624055266,-0.41981808973106177,-0.7054443693712896,-1.4458572256890765,0.16467548665524143,6
If,-0.7828426781297718,-1.0212099412410067,1.2128968838139567,0.3720686111232605,0.5270862093274064,-0.1768861678493926,-1.0806083940043556,-1.3828719987876932,-0.12491558846426147,6
more,-0.7669303465756423,-1.445150885945951,0.6453694975849864,-0.041598147559094925,0.4206124260829973,-0.20042453377357458,-0.39830810282357226,-1.547775736897763,-0.14269565117289673,6
my,-0.4863297039247888,-1.0473998459510292,-0.09770763321900827,0.036361059637808946,0.3003290263051873,0.05696823716987492,-0.7334890217743745,-1.1271596947377707,-0.1954499572102804,6
suffer,-0.29479577169584703,-1.4910239713767657,1.0194646397782055,0.0765801355564335,0.39779345217101675,-0.278039525672671,-0.824818118256759,-1.4613839673834772,-0.07385799135033799,6
answered,-0.6631633907281933,-1.0925722281863641,0.722025240281591,0.018586838801110603,0.6675368805312986,0.5769496574571628,-0.9690777896643754,-1.6034459682497302,-0.22320825321429225,6
mind,-0.7975411975879356,-1.1514638112867956,0.768971852260752,-0.07818403345843634,0.7434070064139281,0.6451805411561968,-0.8068426716083376,-1.513062415131662,-0.17197398623484,6
got,-0.9691134558039887,-1.1773920373936104,0.8175283239781282,-0.00610293444074186,0.30699478324328555,-0.5920537884225343,-1.1632502599393668,-1.1440702647790792,-0.43094160948728655,6
make,-0.31734645547135903,-0.9625610007457435,0.6402819109086931,0.4307901995989546,0.7924723544063156,0.27227445209438067,-0.8183793699545898,-1.58454722868572,-0.042450981650168106,6
me,-0.15278456688112954,-1.329825967047077,1.264516930647465,0.006735822186711598,0.52468623371387,-0.5065434328460199,-0.6763146653972057,-1.3111853385889647,-0.12712748297981827,6
years,-0.7872683455891395,-1.4386357304642043,0.5347998154580743,-0.06984126749432489,0.10043815098840884,-0.07291183968725136,-0.43666394848849166,-1.3979589906399548,0.10759276789679124,6
lay,-0.9040998944511969,-1.3587252207468767,0.4503242775564477,-0.2243847787619571,0.3960299087091562,-0.17180284260567943,-0.19968435984974198,-1.434920206965938,-0.03910938066777031,6
braided,-0.6564906294486562,-1.7212180703216828,0.8475407259564285,0.012138526830039067,0.18388293872957512,-0.38470342348697567,-0.9661453686069954,-0.7830380297882212,0.10913473119419698,6
tresses,-0.41774136237270565,-1.4760936118162888,0.5700950859512189,-0.1303786303685472,0.3295685915021658,-0.18404270626232225,-0.5974675545326694,-0.7328823967402381,-0.5474377697622139,6
round,-0.629302107012409,-1.3137317250018907,0.8699816751168444,0.20246226312599336,0.23642536337005626,-0.4667264360031825,-1.15819157803892,-1.3849658145951398,0.17508931971516914,6
then,-0.954630337426597,-1.2381893741914567,0.5981448247326835,-0.2566945040965971,0.45808995200023656,0.4710588940697612,-0.9868779940963346,-1.3338295343950837,-0.39024985120411576,6
twenty,-0.6665257693568349,-1.3125502903532622,1.2863581103311532,-0.3685233221914135,0.3508466135509981,-0.39706399531829545,-0.8591691208445573,-1.150521383412145,-0.16658123234321348,6
none,-0.8517999804352687,-0.9456331273576948,0.5607164186303771,0.43936795134505763,0.6828974499819511,-0.23421112174617112,-0.2000179053455846,-0.7550260598595753,0.13751530739520182,6
